"sourceId","sourceUrl","sourceTitle","proposedSlug","proposedCategory","proposedSubcategory","proposedProductFamily","model","specifications","mainImage","duplicateCandidate","dataConfidence","missingFields","notes"
"1601006950137","https://www.alibaba.com/product-detail/90-Degree-Stainless-Steel-Glass-to_1601006950137.html","90度不锈钢玻璃到墙壁两侧浴室淋浴铰链，用于8-12毫米无框玻璃门","stainless-steel-shower-door-hinge-90-1601006950137","shower-hardware","","Shower Hardware","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Stainless steel"",""finish"":"""",""openingAngle"":""90°"",""holdOpen"":null,""glassThickness"":""8–12 mm"",""otherVerifiedFields"":{}}","assets/images/products/shower-hardware/stainless-steel-shower-door-hinge-90-1601006950137/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601005946624","https://www.alibaba.com/product-detail/Stainless-Steel-Double-Sides-5mm-Tempered_1601005946624.html","不锈钢双面5毫米钢化玻璃浴室淋浴门铰链 JIANDASI品牌 1年保修 现代设计 GUA品牌","stainless-steel-shower-door-hinge-1601005946624","shower-hardware","","Shower Hardware","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Stainless steel"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":""5 mm"",""otherVerifiedFields"":{}}","assets/images/products/shower-hardware/stainless-steel-shower-door-hinge-1601005946624/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601006206755","https://www.alibaba.com/product-detail/Stainless-Steel-Modern-Shower-Door-Hardware_1601006206755.html","不锈钢现代式淋浴门五金件，厚度5毫米，开启角度90度","stainless-steel-shower-door-fitting-1601006206755","shower-hardware","","Shower Hardware","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Stainless steel"",""finish"":"""",""openingAngle"":""90°"",""holdOpen"":null,""glassThickness"":""5 mm"",""otherVerifiedFields"":{}}","assets/images/products/shower-hardware/stainless-steel-shower-door-fitting-1601006206755/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1600973404398","https://www.alibaba.com/product-detail/Stainless-Steel-304-Shower-Hinge-5mm_1600973404398.html","不锈钢304 # 淋浴铰链 5mm 厚度 180° 开角 易于安装，适用于淋浴玻璃门-JIANDASI JDS-109","ss304-shower-door-hinge-180-jds-109-1600973404398","shower-hardware","","Shower Hardware","JDS-109","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""SS304"",""finish"":"""",""openingAngle"":""180°"",""holdOpen"":null,""glassThickness"":""5 mm"",""otherVerifiedFields"":{}}","assets/images/products/shower-hardware/ss304-shower-door-hinge-180-jds-109-1600973404398/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1600966555256","https://www.alibaba.com/product-detail/Modern-Aluminium-Glass-Door-Clamp-Screw_1600966555256.html","现代铝制玻璃门夹紧螺丝贴片连接件双连接器","glass-door-fitting-1600966555256","glass-door-hardware","","Glass Door Hardware","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Aluminum"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/glass-door-hardware/glass-door-fitting-1600966555256/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"11000024212760","https://www.alibaba.com/product-detail/Modern-Living-Room-Window-Handle-Shower_11000024212760.html","现代客厅窗户把手、淋浴门把手、玻璃门把手，安装方便","shower-door-fitting-11000024212760","shower-hardware","","Shower Hardware","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/shower-hardware/shower-door-fitting-11000024212760/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601006928427","https://www.alibaba.com/product-detail/Stainless-Steel-Shower-Door-Clamp-Hinge_1601006928427.html","不锈钢淋浴门夹扣铰链，开角180度，厚度5毫米，安装方便-JIANDASI品牌","stainless-steel-shower-door-hinge-180-1601006928427","shower-hardware","","Shower Hardware","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Stainless steel"",""finish"":"""",""openingAngle"":""180°"",""holdOpen"":null,""glassThickness"":""5 mm"",""otherVerifiedFields"":{}}","assets/images/products/placeholders/shower-hardware.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1600965637827","https://www.alibaba.com/product-detail/Stainless-Steel-Patch-Fitting-for-Glass_1600965637827.html","玻璃门和玻璃夹用不锈钢贴片配件 JIANDASI 品牌型号 JDS-02 现代设计 易于安装","glass-door-fitting-jds-02-1600965637827","glass-door-hardware","","Glass Door Hardware","JDS-02","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Stainless steel"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/glass-door-hardware/glass-door-fitting-jds-02-1600965637827/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601867275243","https://www.alibaba.com/product-detail/Modern-Design-Adjustable-Stainless-Steel-180_1601867275243.html","现代设计可调节不锈钢180度玻璃对玻璃淋浴夹和门窗铰链，适用于酒店使用","stainless-steel-shower-door-hinge-180-1601867275243","shower-hardware","","Shower Hardware","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Stainless steel"",""finish"":"""",""openingAngle"":""180°"",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/shower-hardware/stainless-steel-shower-door-hinge-180-1601867275243/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601002655399","https://www.alibaba.com/product-detail/Special-Design-High-Quality-Two-Way_1601002655399.html","特殊设计高品质双向锌合金淋浴铰链、淋浴门夹","zinc-alloy-shower-door-hinge-1601002655399","shower-hardware","","Shower Hardware","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Zinc alloy"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/shower-hardware/zinc-alloy-shower-door-hinge-1601002655399/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601838122744","https://www.alibaba.com/product-detail/Factory-Direct-Supply-Door-Hardware-Cylinders_1601838122744.html","厂家直供 门五金配件 门锁芯 中央玻璃门锁","glass-door-lock-1601838122744","door-locks","","Door Locks","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/door-locks/glass-door-lock-1601838122744/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601830920368","https://www.alibaba.com/product-detail/Stainless-Steel-Glass-Door-Floor-Spring_1601830920368.html","不锈钢玻璃门地弹簧 90公斤液压地弹簧 工业隐藏式地弹簧 商业门地弹簧","hydraulic-floor-spring-up-to-90-kg-1601830920368","floor-springs","","Floor Springs","","{""capacity"":90,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Stainless steel"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/floor-springs.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601834349647","https://www.alibaba.com/product-detail/Stainless-Steel-Glass-Door-Hydraulic-Soft_1601834349647.html","不锈钢玻璃门液压缓闭淋浴铰链，淋浴玻璃门浴室铰链，玻璃夹子","stainless-steel-shower-door-hinge-1601834349647","shower-hardware","","Shower Hardware","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Stainless steel"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/shower-hardware/stainless-steel-shower-door-hinge-1601834349647/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1600993825658","https://www.alibaba.com/product-detail/Waterproof-Strip-PVC-Strip-for-Bathroom_1600993825658.html","防水条，浴室玻璃用聚氯乙烯条","shower-door-sealing-strip-1600993825658","shower-hardware","","Shower Hardware","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""PVC"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/shower-hardware/shower-door-sealing-strip-1600993825658/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601053545704","https://www.alibaba.com/product-detail/Stainless-Steel-Frameless-Glass-Door-Lock_1601053545704.html","不锈钢无框玻璃门锁，带现代式拉杆手柄，螺钉安装，易于组装","glass-door-lock-1601053545704","door-locks","","Door Locks","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Stainless steel"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/door-locks/glass-door-lock-1601053545704/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601819101341","https://www.alibaba.com/product-detail/Ultra-Heavy-Duty-Spring-Actuator_1601819101341.html","超重型弹簧执行器","hydraulic-floor-spring-1601819101341","floor-springs","","Floor Springs","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/floor-springs.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"60763886206","https://www.alibaba.com/product-detail/95KG-Floor-Spring-Hinges-125-Opening_60763886206.html","95KG地板弹簧铰链125 ° 打开角度玻璃门地面弹簧","hydraulic-floor-spring-up-to-95-kg-60763886206","floor-springs","","Floor Springs","","{""capacity"":95,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":""125°"",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/floor-springs.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601453705558","https://www.alibaba.com/product-detail/95KG-Bearing-Weight-Door-Hinge-Glass_1601453705558.html","95公斤承重门铰链玻璃门地板弹簧机玻璃门地板弹簧","hydraulic-floor-spring-up-to-95-kg-1601453705558","floor-springs","","Floor Springs","","{""capacity"":95,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/floor-springs/hydraulic-floor-spring-up-to-95-kg-1601453705558/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601435107304","https://www.alibaba.com/product-detail/Floor-Spring-Door-Closer-Concealed-Wooden_1601435107304.html","玻璃门可调底部枢轴地板机地弹簧闭门器隐藏式木门液压自动关闭","hydraulic-floor-spring-1601435107304","floor-springs","","Floor Springs","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/floor-springs.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601677506942","https://www.alibaba.com/product-detail/High-quality-Modern-Heavy-Duty-Stainless_1601677506942.html","高品质现代重型不锈钢地弹簧玻璃门铰链 130公斤玻璃地弹簧门铰链","hydraulic-floor-spring-up-to-130-kg-1601677506942","floor-springs","","Floor Springs","","{""capacity"":130,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Stainless steel"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/floor-springs.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601639170993","https://www.alibaba.com/product-detail/Surface-Mounted-Glass-Door-Central-Lock_1601639170993.html","表面安装式玻璃门中央锁不锈钢玻璃对墙门锁带钥匙","glass-door-lock-1601639170993","door-locks","","Door Locks","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Stainless steel"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/door-locks.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601677587332","https://www.alibaba.com/product-detail/High-end-Modern-Stainless-Steel-Double_1601677587332.html","高端现代不锈钢双筒玻璃门地弹簧闭门器，适用于酒店使用，承重150公斤","hydraulic-floor-spring-up-to-150-kg-1601677587332","floor-springs","","Floor Springs","","{""capacity"":150,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Stainless steel"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/floor-springs.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601616381661","https://www.alibaba.com/product-detail/300KG-Modern-Hotel-Glass-Door-Floor_1601616381661.html","300公斤现代酒店玻璃门地弹簧，速度可调，安装方便，保修2年","hydraulic-floor-spring-up-to-300-kg-1601616381661","floor-springs","","Floor Springs","","{""capacity"":300,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/floor-springs.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601484390473","https://www.alibaba.com/product-detail/OEM-Adjustable-Speed-Ground-Spring-300kg_1601484390473.html","OEM可调速地面弹簧300千克容量地板弹簧，用于酒店商场和医院玻璃门安全系统","hydraulic-floor-spring-up-to-300-kg-1601484390473","floor-springs","","Floor Springs","","{""capacity"":300,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/floor-springs.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601459464728","https://www.alibaba.com/product-detail/Glass-Door-Ground-Spring-150KG-Max_1601459464728.html","玻璃门地面弹簧150公斤最大门重量医院酒店学校玻璃门弹簧地板进入系统","hydraulic-floor-spring-up-to-150-kg-1601459464728","floor-springs","","Floor Springs","","{""capacity"":150,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/floor-springs.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601671238402","https://www.alibaba.com/product-detail/Stainless-Steel-Hydraulic-Floor-Spring-for_1601671238402.html","不锈钢液压地弹簧，适用于玻璃门和木门，现代设计，酒店用，最大承重120公斤","hydraulic-floor-spring-up-to-120-kg-1601671238402","floor-springs","","Floor Springs","","{""capacity"":120,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Stainless steel"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/placeholders/floor-springs.svg","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: not-used-legacy-branding-or-baked-copy."
"1601466804194","https://www.alibaba.com/product-detail/Commercial-Door-Handle-Glass-Door-Lever_1601466804194.html","医院学校酒店入口商用门把手玻璃门把手办公室玻璃门把手","pull-handle-1601466804194","pull-handles","","Pull Handles","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":"""",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/pull-handles/pull-handle-1601466804194/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
"1601680539308","https://www.alibaba.com/product-detail/Modern-Wooden-Doors-No-Digging-Pivot_1601680539308.html","现代木门免挖孔旋转地弹簧铰链畅销不锈钢液压隐藏式铰链","hydraulic-floor-spring-1601680539308","floor-springs","","Floor Springs","","{""capacity"":null,""doorWidth"":"""",""dimensions"":"""",""netWeight"":"""",""material"":""Stainless steel"",""finish"":"""",""openingAngle"":"""",""holdOpen"":null,""glassThickness"":"""",""otherVerifiedFields"":{}}","assets/images/products/floor-springs/hydraulic-floor-spring-1601680539308/main.avif","false","partially-verified","[""doorWidth"",""dimensions"",""netWeight"",""finish"",""holdOpen""]","Imported from the seller's public product list. Only title-level facts are populated. Media status: approved-clean-listing-image."
